Comments,Surrounding Code Context,Class,Predicted Class
"/*look for the 'filename=' parameter
       (encoded filenames (*=) are not supported)*/","-10.    * This callback sets the filename where output shall be written when
-9.    * curl options --remote-name (-O) and --remote-header-name (-J) have
-8.    * been simultaneously given and additionally server returns an HTTP
-7.    * Content-Disposition header specifying a filename property.
-6.    */
-5.   curl_easy_getinfo(per->curl, CURLINFO_PROTOCOL, &protocol);
-4.   if(hdrcbdata->honor_cd_filename &&
-3.      (cb > 20) && checkprefix(""Content-disposition:"", str) &&
-2.      (protocol & (CURLPROTO_HTTPS|CURLPROTO_HTTP))) {
-1.     const char *p = str + 20;

/*look for the 'filename=' parameter
       (encoded filenames (*=) are not supported)*/

1.     for(;;) {
2.       char *filename;
3.       size_t len;
4.       while(*p && (p < end) && !ISALPHA(*p))
5.         p++;
6.       if(p > end - 9)
7.         break;
8.       if(memcmp(p, ""filename="", 9)) {",Not Useful,1
/*done now!*/,"-8.           free(filename);
-7.           return failure;
-6.         }
-5.         outs->is_cd_filename = TRUE;
-4.         outs->s_isreg = TRUE;
-3.         outs->fopened = FALSE;
-2.         outs->filename = filename;
-1.         outs->alloc_filename = TRUE;

/*done now!*/

1.         if(!tool_create_output_file(outs, per->config))
2.           return failure;
3.       }
4.       break;
5.     }
6.     if(!outs->stream && !tool_create_output_file(outs, per->config))
7.       return failure;
8.   }
9.   if(hdrcbdata->config->writeout) {
10.     char *value = memchr(ptr, ':', cb);",Not Useful,1
/*MSDOS || WIN32*/,"-10.     memmove(copy, p, strlen(p) + 1);
-9. #if defined(MSDOS) || defined(WIN32)
-8.   {
-7.     char *sanitized;
-6.     SANITIZEcode sc = sanitize_file_name(&sanitized, copy, 0);
-5.     Curl_safefree(copy);
-4.     if(sc)
-3.       return NULL;
-2.     copy = sanitized;
-1.   }

/*MSDOS || WIN32*/

111",Not Useful,1
/*suitably large*/,"-4. #ifdef DEBUGBUILD
-3.   {
-2.     char *tdir = curlx_getenv(""CURL_TESTDIR"");
-1.     if(tdir) {

/*suitably large*/

1.       msnprintf(buffer, sizeof(buffer), ""%s/%s"", tdir, copy);
2.       Curl_safefree(copy);",Not Useful,1
/*Generate our UTF8 based SPN*/,"-10.   char *utf8_spn = NULL;
-9.   TCHAR *tchar_spn = NULL;
-8.   TCHAR *dupe_tchar_spn = NULL;
-7.   (void) realm;

/*Generate our UTF8 based SPN*/

1.   utf8_spn = aprintf(""%s/%s"", service, host);
2.   if(!utf8_spn)
3.     return NULL;",Not Useful,0
/*USE_WINDOWS_SSPI*/,"-10.  * service@realm      (Not used by Windows SSPI)
-9.  *
-8.  * Parameters:
-7.  *
-6.  * service  [in] - The service type such as http, smtp, pop or imap.
-5.  * host     [in] - The host name.
-4.  * realm    [in] - The realm.
-3.  *
-2.  * Returns a pointer to the newly allocated SPN.
-1.  */
#if !defined(USE_WINDOWS_SSPI)

/*USE_WINDOWS_SSPI*/

1. char *Curl_auth_build_spn(const char *service, const char *host,
2.                           const char *realm)
3. {
4.   char *spn = NULL;",Not Useful,1
/*stand-alone but not a boolean*/,"-1.   enum {

/*stand-alone but not a boolean*/

111",Not Useful,0
"/*epsv' made like this to make --no-epsv and --epsv to work
             although --disable-epsv is the documented option*/","-10.   {""*a"", ""random-file"",              ARG_FILENAME},
-9.   {""*b"", ""egd-file"",                 ARG_STRING},
-8.   {""*B"", ""oauth2-bearer"",            ARG_STRING},
-7.   {""*c"", ""connect-timeout"",          ARG_STRING},
-6.   {""*C"", ""doh-url""        ,          ARG_STRING},
-5.   {""*d"", ""ciphers"",                  ARG_STRING},
-4.   {""*D"", ""dns-interface"",            ARG_STRING},
-3.   {""*e"", ""disable-epsv"",             ARG_BOOL},
-2.   {""*f"", ""disallow-username-in-url"", ARG_BOOL},
-1.   {""*E"", ""epsv"",                     ARG_BOOL},

/*epsv' made like this to make --no-epsv and --epsv to work
             although --disable-epsv is the documented option*/

1.   {""*F"", ""dns-servers"",              ARG_STRING},
2.   {""*g"", ""trace"",                    ARG_FILENAME},
3.   {""*G"", ""npn"",                      ARG_BOOL},
4.   {""*h"", ""trace-ascii"",              ARG_FILENAME},
5.   {""*H"", ""alpn"",                     ARG_BOOL},
6.   {""*i"", ""limit-rate"",               ARG_STRING},
7.   {""*j"", ""compressed"",               ARG_BOOL},
8.   {""*J"", ""tr-encoding"",              ARG_BOOL},
9.   {""*k"", ""digest"",                   ARG_BOOL},
10.   {""*l"", ""negotiate"",                ARG_BOOL},",Not Useful,1
/*krb4' is the previous name*/,"-10.   {""*r"", ""create-dirs"",              ARG_BOOL},
-9.   {""*R"", ""create-file-mode"",         ARG_STRING},
-8.   {""*s"", ""max-redirs"",               ARG_STRING},
-7.   {""*t"", ""proxy-ntlm"",               ARG_BOOL},
-6.   {""*u"", ""crlf"",                     ARG_BOOL},
-5.   {""*v"", ""stderr"",                   ARG_FILENAME},
-4.   {""*V"", ""aws-sigv4"",                ARG_STRING},
-3.   {""*w"", ""interface"",                ARG_STRING},
-2.   {""*x"", ""krb"",                      ARG_STRING},
-1.   {""*x"", ""krb4"",                     ARG_STRING},

/*krb4' is the previous name*/

1.   {""*X"", ""haproxy-protocol"",         ARG_BOOL},
2.   {""*y"", ""max-filesize"",             ARG_STRING},
3.   {""*z"", ""disable-eprt"",             ARG_BOOL},
4.   {""*Z"", ""eprt"",                     ARG_BOOL},",Not Useful,1
"/*eprt' made like this to make --no-eprt and --eprt to work
             although --disable-eprt is the documented option*/","-4.   {""*X"", ""haproxy-protocol"",         ARG_BOOL},
-3.   {""*y"", ""max-filesize"",             ARG_STRING},
-2.   {""*z"", ""disable-eprt"",             ARG_BOOL},
-1.   {""*Z"", ""eprt"",                     ARG_BOOL},

/*eprt' made like this to make --no-eprt and --eprt to work
             although --disable-eprt is the documented option*/

1.   {""*~"", ""xattr"",                    ARG_BOOL},
2.   {""$a"", ""ftp-ssl"",                  ARG_BOOL},",Not Useful,0
/*sessionid' listed as --no-sessionid in the help*/,"-1.   {""$w"", ""sessionid"",                ARG_BOOL},

/*sessionid' listed as --no-sessionid in the help*/

1.   {""$x"", ""ftp-ssl-control"",          ARG_BOOL},
2.   {""$y"", ""ftp-ssl-ccc"",              ARG_BOOL},
3.   {""$j"", ""ftp-ssl-ccc-mode"",         ARG_STRING},
4.   {""$z"", ""libcurl"",                  ARG_STRING},
5.   {""$#"", ""raw"",                      ARG_BOOL},
6.   {""$0"", ""post301"",                  ARG_BOOL},
7.   {""$1"", ""keepalive"",                ARG_BOOL},",Not Useful,0
/*keepalive' listed as --no-keepalive in the help*/,"-7.   {""$x"", ""ftp-ssl-control"",          ARG_BOOL},
-6.   {""$y"", ""ftp-ssl-ccc"",              ARG_BOOL},
-5.   {""$j"", ""ftp-ssl-ccc-mode"",         ARG_STRING},
-4.   {""$z"", ""libcurl"",                  ARG_STRING},
-3.   {""$#"", ""raw"",                      ARG_BOOL},
-2.   {""$0"", ""post301"",                  ARG_BOOL},
-1.   {""$1"", ""keepalive"",                ARG_BOOL},

/*keepalive' listed as --no-keepalive in the help*/

1.   {""$2"", ""socks5-hostname"",          ARG_STRING},
2.   {""$3"", ""keepalive-time"",           ARG_STRING},
3.   {""$4"", ""post302"",                  ARG_BOOL},
4.   {""$5"", ""noproxy"",                  ARG_STRING},
5.   {""$7"", ""socks5-gssapi-nec"",        ARG_BOOL},
6.   {""$8"", ""proxy1.0"",                 ARG_STRING},
7.   {""$9"", ""tftp-blksize"",             ARG_STRING},
8.   {""$A"", ""mail-from"",                ARG_STRING},
9.   {""$B"", ""mail-rcpt"",                ARG_STRING},
10.   {""$C"", ""ftp-pret"",                 ARG_BOOL},",Not Useful,1
/*Eo*/,"-10.   {""Ef"", ""engine"",                   ARG_STRING},
-9.   {""Eg"", ""capath"",                   ARG_FILENAME},
-8.   {""Eh"", ""pubkey"",                   ARG_STRING},
-7.   {""Ei"", ""hostpubmd5"",               ARG_STRING},
-6.   {""EF"", ""hostpubsha256"",            ARG_STRING},
-5.   {""Ej"", ""crlfile"",                  ARG_FILENAME},
-4.   {""Ek"", ""tlsuser"",                  ARG_STRING},
-3.   {""El"", ""tlspassword"",              ARG_STRING},
-2.   {""Em"", ""tlsauthtype"",              ARG_STRING},
-1.   {""En"", ""ssl-allow-beast"",          ARG_BOOL},
  {""Eo"", ""ssl-auto-client-cert"",     ARG_BOOL},

/*Eo*/

1.   {""EO"", ""proxy-ssl-auto-client-cert"", ARG_BOOL},
2.   {""Ep"", ""pinnedpubkey"",             ARG_STRING},
3.   {""EP"", ""proxy-pinnedpubkey"",       ARG_STRING},
4.   {""Eq"", ""cert-status"",              ARG_BOOL},
5.   {""EQ"", ""doh-cert-status"",          ARG_BOOL},
6.   {""Er"", ""false-start"",              ARG_BOOL},
7.   {""Es"", ""ssl-no-revoke"",            ARG_BOOL},
8.   {""ES"", ""ssl-revoke-best-effort"",   ARG_BOOL},
9.   {""Et"", ""tcp-fastopen"",             ARG_BOOL},
10.   {""Eu"", ""proxy-tlsuser"",            ARG_STRING},",Not Useful,1
/*buffer' listed as --no-buffer in the help*/,"-10.   {""K"",  ""config"",                   ARG_FILENAME},
-9.   {""l"",  ""list-only"",                ARG_BOOL},
-8.   {""L"",  ""location"",                 ARG_BOOL},
-7.   {""Lt"", ""location-trusted"",         ARG_BOOL},
-6.   {""m"",  ""max-time"",                 ARG_STRING},
-5.   {""M"",  ""manual"",                   ARG_BOOL},
-4.   {""n"",  ""netrc"",                    ARG_BOOL},
-3.   {""no"", ""netrc-optional"",           ARG_BOOL},
-2.   {""ne"", ""netrc-file"",               ARG_FILENAME},
-1.   {""N"",  ""buffer"",                   ARG_BOOL},

/*buffer' listed as --no-buffer in the help*/

1.   {""o"",  ""output"",                   ARG_FILENAME},
2.   {""O"",  ""remote-name"",              ARG_NONE},
3.   {""Oa"", ""remote-name-all"",          ARG_BOOL},
4.   {""Ob"", ""output-dir"",               ARG_STRING},
5.   {""Oc"", ""clobber"",                  ARG_BOOL},
6.   {""p"",  ""proxytunnel"",              ARG_BOOL},
7.   {""P"",  ""ftp-port"",                 ARG_STRING},
8.   {""q"",  ""disable"",                  ARG_BOOL},
9.   {""Q"",  ""quote"",                    ARG_STRING},
10.   {""r"",  ""range"",                    ARG_STRING},",Not Useful,1
"/*next less trivial: cert_parameter starts 'pkcs11:' and thus
   * looks like a RFC7512 PKCS#11 URI which can be used as-is.
   * Also if cert_parameter contains no colon nor backslash, this
   * means no passphrase was given and no characters escaped*/","-2.   if(param_length == 0)
-1.     return;

/*next less trivial: cert_parameter starts 'pkcs11:' and thus
   * looks like a RFC7512 PKCS#11 URI which can be used as-is.
   * Also if cert_parameter contains no colon nor backslash, this
   * means no passphrase was given and no characters escaped*/

1.   if(curl_strnequal(cert_parameter, ""pkcs11:"", 7) ||
2.      !strpbrk(cert_parameter, "":\\"")) {
3.     *certname = strdup(cert_parameter);
4.     return;
5.   }",Not Useful,0
"/*Get a size parameter for '--limit-rate' or '--max-filesize'.
 * We support a 'G', 'M' or 'K' suffix too.*/","-10.   char *certname, *passphrase;
-9.   parse_cert_parameter(nextarg, &certname, &passphrase);
-8.   Curl_safefree(*file);
-7.   *file = certname;
-6.   if(passphrase) {
-5.     Curl_safefree(*password);
-4.     *password = passphrase;
-3.   }
-2.   cleanarg(nextarg);
-1. }
/* Get a size parameter for '--limit-rate' or '--max-filesize'.
 * We support a 'G', 'M' or 'K' suffix too.

/*Get a size parameter for '--limit-rate' or '--max-filesize'.
 * We support a 'G', 'M' or 'K' suffix too.*/

1.   */
2. static ParameterError GetSizeParameter(struct GlobalConfig *global,
3.                                        const char *arg,
4.                                        const char *which,
5.                                        curl_off_t *value_out)
6. {
7.   char *unit;
8.   curl_off_t value;
9.   if(curlx_strtoofft(arg, &unit, 0, &value)) {
10.     warnf(global, ""invalid number specified for %s\n"", which);",Not Useful,1
/*unsupported*/,"-10. {
-9.   char *unit;
-8.   curl_off_t value;
-7.   if(curlx_strtoofft(arg, &unit, 0, &value)) {
-6.     warnf(global, ""invalid number specified for %s\n"", which);
-5.     return PARAM_BAD_USE;
-4.   }
-3.   if(!*unit)
-2.     unit = (char *)""b"";
-1.   else if(strlen(unit) > 1)

/*unsupported*/

1.   switch(*unit) {
2.   case 'G':
3.   case 'g':
4.     if(value > (CURL_OFF_T_MAX / (1024*1024*1024)))
5.       return PARAM_NUMBER_TOO_LARGE;
6.     value *= 1024*1024*1024;
7.     break;
8.   case 'M':
9.   case 'm':
10.     if(value > (CURL_OFF_T_MAX / (1024*1024)))",Not Useful,0
/*f or -long-flag*/,"-8.     break;
-7.   default:
-6.     warnf(global, ""unsupported %s unit. Use G, M, K or B!\n"", which);
-5.     return PARAM_BAD_USE;
-4.   }
-3.   *value_out = value;
-2.   return PARAM_OK;
-1. }

/*f or -long-flag*/

111",Not Useful,0
/*subletters can only occur on long options*/,"-4.                             struct GlobalConfig *global,
-3.                             struct OperationConfig *config)
-2. {
-1.   char letter;

/*subletters can only occur on long options*/

1.   int rc;
2.   const char *parse = NULL;
3.   unsigned int j;
4.   time_t now;
5.   int hit = -1;
6.   bool longopt = FALSE;",Not Useful,0
/*we can loop here if we have multiple single-letters*/,"-4.     hit = -1;
-3.     parse = flag;
-2.   }
-1.   do {

/*we can loop here if we have multiple single-letters*/

1.     if(!longopt) {
2.       letter = (char)*parse;
3.       subletter = '\0';
4.     }
5.     else {
6.       letter = parse[0];
7.       subletter = parse[1];
8.     }
9.     if(hit < 0) {
10.       for(j = 0; j < sizeof(aliases)/sizeof(aliases[0]); j++) {",Not Useful,1
/*don't loop anymore after this*/,"-2.       if(!longopt && parse[1]) {

/*don't loop anymore after this*/

1.       }
2.       else if(!nextarg)
3.         return PARAM_REQUIRES_PARAMETER;
4.       else",Not Useful,1
/*mark it as used*/,"-4.       }
-3.       else if(!nextarg)
-2.         return PARAM_REQUIRES_PARAMETER;
-1.       else

/*mark it as used*/

1.       if((aliases[hit].desc == ARG_FILENAME) &&
2.          (nextarg[0] == '-') && nextarg[1]) {",Not Useful,1
/*--dns-ipv4-addr*/,"-1.       switch(subletter) {

/*--dns-ipv4-addr*/

111",Not Useful,1
/*--dns-ipv6-addr*/,"-2.         GetStr(&config->dns_ipv4_addr, nextarg);
-1.         break;

/*--dns-ipv6-addr*/

111",Not Useful,1
/*random-file*/,"-3.   {""*@"", ""url"",                      ARG_STRING},
-2.   {""*4"", ""dns-ipv4-addr"",            ARG_STRING},
-1.   {""*6"", ""dns-ipv6-addr"",            ARG_STRING},
  {""*a"", ""random-file"",              ARG_FILENAME},

/*random-file*/

1.   {""*b"", ""egd-file"",                 ARG_STRING},
2.   {""*B"", ""oauth2-bearer"",            ARG_STRING},
3.   {""*c"", ""connect-timeout"",          ARG_STRING},
4.   {""*C"", ""doh-url""        ,          ARG_STRING},
5.   {""*d"", ""ciphers"",                  ARG_STRING},
6.   {""*D"", ""dns-interface"",            ARG_STRING},
7.   {""*e"", ""disable-epsv"",             ARG_BOOL},
8.   {""*f"", ""disallow-username-in-url"", ARG_BOOL},
9.   {""*E"", ""epsv"",                     ARG_BOOL},
10.          /* 'epsv' made like this to make --no-epsv and --epsv to work",Not Useful,1
